Index;Route_Instance;Supernet;Subnet;ASN;Destination_Interface;Router
188;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.2.172/30;271;Adjacent Router;No;cr1.mgmt.vncv1
189;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.4.0/24;271;rlt0.30;No;cr1.mgmt.vncv1
190;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.148/30;271;Adjacent Router;No;cr1.mgmt.vncv1
191;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.152/29;271;Adjacent Router;No;cr1.mgmt.vncv1
192;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.168/29;271;Adjacent Router;No;cr1.mgmt.vncv1
193;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.192/31;271;Adjacent Router;No;cr1.mgmt.vncv1
194;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.196/31;271;Adjacent Router;No;cr1.mgmt.vncv1
195;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.198/31;271;Adjacent Router;No;cr1.mgmt.vncv1
196;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.202/31;271;Adjacent Router;No;cr1.mgmt.vncv1
197;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.204/31;271;Adjacent Router;No;cr1.mgmt.vncv1
198;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.206/31;271;Adjacent Router;No;cr1.mgmt.vncv1
199;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.208/31;271;Adjacent Router;No;cr1.mgmt.vncv1
200;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.210/31;271;et-5/0/2.911;No;cr1.mgmt.vncv1
201;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.211/32;271;et-5/0/2.911;Yes;cr1.mgmt.vncv1
202;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.212/31;271;et-5/0/2.171;No;cr1.mgmt.vncv1
203;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.213/32;271;et-5/0/2.171;Yes;cr1.mgmt.vncv1
204;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.214/31;271;Adjacent Router;No;cr1.mgmt.vncv1
205;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.218/31;271;et-7/1/2.2986;No;cr1.mgmt.vncv1
206;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.219/32;271;et-7/1/2.2986;Yes;cr1.mgmt.vncv1
207;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.220/31;;Adjacent Router;No;cr1.mgmt.vncv1
208;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.221/32;;Adjacent Router;Yes;cr1.mgmt.vncv1
209;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.222/31;271;Adjacent Router;No;cr1.mgmt.vncv1
210;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.224/31;271;Adjacent Router;No;cr1.mgmt.vncv1
211;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.226/31;271;Adjacent Router;No;cr1.mgmt.vncv1
212;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.228/31;271;Adjacent Router;No;cr1.mgmt.vncv1
213;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.230/31;271;Adjacent Router;No;cr1.mgmt.vncv1
214;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.232/30;271;Adjacent Router;No;cr1.mgmt.vncv1
215;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.240/31;271;Adjacent Router;No;cr1.mgmt.vncv1
216;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.242/31;271;Adjacent Router;No;cr1.mgmt.vncv1
